id	event_name	main_title	created_at	last_updated_at	closed_at	status	source_count	importance_score	publish_status	failure_reason	failure_details	attempt_count	first_attempt_at	last_attempt_at	recovered	attempts_before_success	attempt_history
24225	Rajasthan Royals Sale Advances With ‘Us$1.3Bn’ Bid	Rajasthan Royals sale advances with ‘US$1.3bn’ bid	2026-01-29 12:36:56.938126+00	2026-01-29 12:44:49.33445+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:44:39.928799+00	2026-01-29 12:44:49.031977+00	FALSE		[{"at": "2026-01-29T12:44:39.928799", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:44:49.031977", "reason": "no_image", "status": "failed", "attempt": 1}]
24224	Un Food Agency Is Shutting Down Operations	UN food agency is shutting down operations in rebel-held northern Yemen, officials say	2026-01-29 12:36:55.406389+00	2026-01-29 12:44:34.835355+00		active	1	750	published			1	2026-01-29 12:44:05.61355+00	2026-01-29 12:44:34.511462+00	FALSE		[{"at": "2026-01-29T12:44:05.613550", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:44:34.511462", "reason": null, "status": "published", "attempt": 1}]
24223	Critical Moment When El Niño Started To	Critical moment when El Niño started to erode Russia's Arctic sea ice discovered	2026-01-29 12:36:53.713019+00	2026-01-29 12:44:00.656219+00		active	1	750	published			1	2026-01-29 12:43:37.042838+00	2026-01-29 12:44:00.354278+00	FALSE		[{"at": "2026-01-29T12:43:37.042838", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:44:00.354278", "reason": null, "status": "published", "attempt": 1}]
24222	Democrats Revive Shutdown Playbook—Though The Last Fight	Democrats Revive Shutdown Playbook—Though the Last Fight Was No Triumph	2026-01-29 12:36:51.945786+00	2026-01-29 12:43:36.95356+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:43:33.96388+00	2026-01-29 12:43:36.65542+00	FALSE		[{"at": "2026-01-29T12:43:33.963880", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:43:36.655420", "reason": "no_content", "status": "failed", "attempt": 1}]
24221	Arxiv Says Submissions Must Be In English:	ArXiv says submissions must be in English: are AI translators up for the job?	2026-01-29 12:36:50.138074+00	2026-01-29 12:43:33.881458+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:43:21.508782+00	2026-01-29 12:43:33.598388+00	FALSE		[{"at": "2026-01-29T12:43:21.508782", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:43:33.598388", "reason": "no_image", "status": "failed", "attempt": 1}]
24220	Tnw Moves Its Flagship Conference To London	TNW Moves Its Flagship Conference to London	2026-01-29 12:36:48.459763+00	2026-01-29 12:43:21.417249+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:43:06.829229+00	2026-01-29 12:43:21.128698+00	FALSE		[{"at": "2026-01-29T12:43:06.829229", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:43:21.128698", "reason": "no_image", "status": "failed", "attempt": 1}]
24219	Tesla Finally Announced The End Of An	Tesla Finally Announced the End of an Era	2026-01-29 12:36:45.852691+00	2026-01-29 12:43:06.73764+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:42:56.540996+00	2026-01-29 12:43:06.445911+00	FALSE		[{"at": "2026-01-29T12:42:56.540996", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:43:06.445911", "reason": "no_content", "status": "failed", "attempt": 1}]
24218	Moment Polish Woman Is Arrested After 'Murdering	Moment Polish woman is arrested after 'murdering girlfriend in row over gender reassignment surgery before chopping up her body and burying it' is shown to court	2026-01-29 12:36:44.196539+00	2026-01-29 12:42:56.447861+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:42:49.701734+00	2026-01-29 12:42:56.141519+00	FALSE		[{"at": "2026-01-29T12:42:49.701734", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:42:56.141519", "reason": "no_content", "status": "failed", "attempt": 1}]
24217	Astrazeneca Unveils Us$15 Billion China Investment Plan	AstraZeneca unveils US$15 billion China investment plan as Starmer visits Beijing	2026-01-29 12:36:42.289382+00	2026-01-29 13:27:16.134485+00		active	3	750	published			1	2026-01-29 12:42:21.163488+00	2026-01-29 12:42:43.816051+00	FALSE		[{"at": "2026-01-29T12:42:21.163488", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:42:43.816051", "reason": null, "status": "published", "attempt": 1}]
24216	Trump’S Power Politics Is Paving The Way	Trump’s power politics is paving the way to a G2 world order with China	2026-01-29 12:36:40.416021+00	2026-01-29 12:42:21.080881+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:42:08.64698+00	2026-01-29 12:42:20.776365+00	FALSE		[{"at": "2026-01-29T12:42:08.646980", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:42:20.776365", "reason": "no_image", "status": "failed", "attempt": 1}]
24215	Apple Hires Iphone Camera App Halide’S Co-Founder	Apple hires iPhone camera app Halide’s co-founder for its design team	2026-01-29 12:36:38.844859+00	2026-01-29 12:42:08.55968+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:41:56.634204+00	2026-01-29 12:42:08.251149+00	FALSE		[{"at": "2026-01-29T12:41:56.634204", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:42:08.251149", "reason": "no_image", "status": "failed", "attempt": 1}]
24214	Get Used To The K-Shaped Economy. It’S	Get used to the K-shaped economy. It’s likely here until 2035, thanks to AI’s outsized benefit for the wealthy	2026-01-29 12:36:37.245124+00	2026-01-29 12:41:56.545582+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:41:40.782497+00	2026-01-29 12:41:56.24908+00	FALSE		[{"at": "2026-01-29T12:41:40.782497", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:41:56.249080", "reason": "no_image", "status": "failed", "attempt": 1}]
24213	Texas Launches Investigation Into Alleged H-1B Visa	Texas Launches Investigation Into Alleged H-1B Visa Fraud	2026-01-29 12:36:35.497712+00	2026-01-29 12:41:34.867383+00		active	1	750	published			1	2026-01-29 12:41:13.791747+00	2026-01-29 12:41:34.575469+00	FALSE		[{"at": "2026-01-29T12:41:13.791747", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:41:34.575469", "reason": null, "status": "published", "attempt": 1}]
24212	Va Announces $4.8 Billion Boost For Veteran	VA Announces $4.8 Billion Boost for Veteran Health Care	2026-01-29 12:36:33.933928+00	2026-01-29 12:41:11.536712+00		active	1	750	published			1	2026-01-29 12:40:45.293068+00	2026-01-29 12:41:11.24041+00	FALSE		[{"at": "2026-01-29T12:40:45.293068", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:41:11.240410", "reason": null, "status": "published", "attempt": 1}]
24211	Iran Claims 1,000 Drones Deployed Against Trump	Iran Claims 1,000 Drones Deployed Against Trump Threat	2026-01-29 12:36:32.285972+00	2026-01-29 12:40:45.206886+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:40:33.159464+00	2026-01-29 12:40:44.920011+00	FALSE		[{"at": "2026-01-29T12:40:33.159464", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:40:44.920011", "reason": "no_image", "status": "failed", "attempt": 1}]
24210	Ice Ends Special Operation In Maine, Senator	ICE Ends Special Operation in Maine, Senator Confirms	2026-01-29 12:36:30.691282+00	2026-01-29 12:40:28.187499+00		active	1	750	published			1	2026-01-29 12:40:04.336324+00	2026-01-29 12:40:27.516153+00	FALSE		[{"at": "2026-01-29T12:40:04.336324", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:40:27.516153", "reason": null, "status": "published", "attempt": 1}]
24209	Obama Ice Chief Weighs In On Minneapolis	Obama ICE Chief Weighs in on Minneapolis Changes	2026-01-29 12:36:28.931067+00	2026-01-29 12:40:02.109736+00		active	1	750	published			1	2026-01-29 12:39:36.068225+00	2026-01-29 12:40:01.80032+00	FALSE		[{"at": "2026-01-29T12:39:36.068225", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:40:01.800320", "reason": null, "status": "published", "attempt": 1}]
24208	Russia'S Putin Tells Uae Leader He Wants	Russia's Putin tells UAE leader he wants to discuss Iran tensions with him	2026-01-29 12:36:27.336815+00	2026-01-29 12:39:31.447871+00		active	1	750	published			1	2026-01-29 12:39:08.512674+00	2026-01-29 12:39:31.144881+00	FALSE		[{"at": "2026-01-29T12:39:08.512674", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:39:31.144881", "reason": null, "status": "published", "attempt": 1}]
24207	Uk Immigration Officers In Court Charged With	UK immigration officers in court charged with stealing cash from 'small boat' migrants	2026-01-29 12:36:25.107046+00	2026-01-29 12:39:08.425673+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:38:57.336096+00	2026-01-29 12:39:08.123125+00	FALSE		[{"at": "2026-01-29T12:38:57.336096", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:39:08.123125", "reason": "no_image", "status": "failed", "attempt": 1}]
24206	Lockheed Martin Forecasts Upbeat 2026 Profit, Revenue	Lockheed Martin forecasts upbeat 2026 profit, revenue amid rising geopolitical tensions	2026-01-29 12:36:23.360789+00	2026-01-29 12:38:54.846267+00		active	1	750	published			1	2026-01-29 12:38:27.59695+00	2026-01-29 12:38:54.54415+00	FALSE		[{"at": "2026-01-29T12:38:27.596950", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:38:54.544150", "reason": null, "status": "published", "attempt": 1}]
24205	Temperatures As Low As Minus 30C In	Temperatures as low as minus 30C in Ukraine next week may damage crops	2026-01-29 12:36:21.627152+00	2026-01-29 12:38:22.353058+00		active	1	750	published			1	2026-01-29 12:37:56.777397+00	2026-01-29 12:38:22.051618+00	FALSE		[{"at": "2026-01-29T12:37:56.777397", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:38:22.051618", "reason": null, "status": "published", "attempt": 1}]
24204	Video Emerges Of Dutch Police Assault On	Video emerges of Dutch police assault on two Muslim women	2026-01-29 12:36:19.46511+00	2026-01-29 12:37:56.692041+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:37:48.475574+00	2026-01-29 12:37:56.400032+00	FALSE		[{"at": "2026-01-29T12:37:48.475574", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:37:56.400032", "reason": "no_content", "status": "failed", "attempt": 1}]
24203	Israel Raids Several Occupied West Bank Towns	Israel raids several occupied West Bank towns after killing Hebron youth	2026-01-29 12:36:17.818475+00	2026-01-29 12:37:48.387888+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:37:43.388065+00	2026-01-29 12:37:48.094398+00	FALSE		[{"at": "2026-01-29T12:37:43.388065", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:37:48.094398", "reason": "no_content", "status": "failed", "attempt": 1}]
24202	Video: Palestinians In Gaza Wait For Vital	Video: Palestinians in Gaza wait for vital Rafah crossing to open	2026-01-29 12:36:15.885209+00	2026-01-29 12:37:43.296297+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:37:39.617623+00	2026-01-29 12:37:43.009523+00	FALSE		[{"at": "2026-01-29T12:37:39.617623", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:37:43.009523", "reason": "no_content", "status": "failed", "attempt": 1}]
24201	Iran-Us Tensions Soar: What Do Both Sides	Iran-US tensions soar: What do both sides want?	2026-01-29 12:36:12.823467+00	2026-01-29 12:37:39.532728+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:37:34.701898+00	2026-01-29 12:37:39.249767+00	FALSE		[{"at": "2026-01-29T12:37:34.701898", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:37:39.249767", "reason": "no_content", "status": "failed", "attempt": 1}]
24200	Government Denies State Pension Compensation For 3.8	Government denies state pension compensation for 3.8 million Waspi women	2026-01-29 12:36:10.802974+00	2026-01-29 12:37:34.608522+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:37:31.49911+00	2026-01-29 12:37:34.320599+00	FALSE		[{"at": "2026-01-29T12:37:31.499110", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:37:34.320599", "reason": "no_content", "status": "failed", "attempt": 1}]
24199	Dhs Funding Battle Risks Shutdown. And, Fed	DHS funding battle risks shutdown. And, Fed holds rates steady despite Trump pressure	2026-01-29 12:36:07.682344+00	2026-01-29 12:37:31.39938+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:37:22.194845+00	2026-01-29 12:37:31.055177+00	FALSE		[{"at": "2026-01-29T12:37:22.194845", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:37:31.055177", "reason": "no_image", "status": "failed", "attempt": 1}]
24198	Alzheimer’S Risk Tied To How The Body	Alzheimer’s risk tied to how the body handles sugar after eating, study finds	2026-01-29 12:16:31.652637+00	2026-01-29 12:24:22.670497+00		active	1	750	published			1	2026-01-29 12:23:53.00883+00	2026-01-29 12:24:22.37028+00	FALSE		[{"at": "2026-01-29T12:23:53.008830", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:24:22.370280", "reason": null, "status": "published", "attempt": 1}]
24197	Virginia Bait And Switch: Spanberger Unleashes Dems'	Virginia bait and switch: Spanberger unleashes Dems' real, radical agenda	2026-01-29 12:16:29.983811+00	2026-01-29 12:23:47.971958+00		active	1	750	published			1	2026-01-29 12:23:22.049493+00	2026-01-29 12:23:47.677718+00	FALSE		[{"at": "2026-01-29T12:23:22.049493", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:23:47.677718", "reason": null, "status": "published", "attempt": 1}]
24196	Dji Launches The Lightweight Rs 5 Camera	DJI launches the lightweight RS 5 camera gimbal for video creators	2026-01-29 12:16:28.185358+00	2026-01-29 12:23:21.918049+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:23:16.138311+00	2026-01-29 12:23:21.619961+00	FALSE		[{"at": "2026-01-29T12:23:16.138311", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:23:21.619961", "reason": "no_content", "status": "failed", "attempt": 1}]
24195	Romans Used Human Feces As Medicine 1,900	Romans used human feces as medicine 1,900 years ago — and used thyme to mask the smell	2026-01-29 12:16:24.700767+00	2026-01-29 12:22:09.179207+00		active	1	750	published			1	2026-01-29 12:21:34.182732+00	2026-01-29 12:22:08.84263+00	FALSE		[{"at": "2026-01-29T12:21:34.182732", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:22:08.842630", "reason": null, "status": "published", "attempt": 1}]
24194	The Prisoner Of Downing Street	The prisoner of Downing Street	2026-01-29 12:16:22.961552+00	2026-01-29 12:21:34.096668+00		active	1	750	failed	synthesis_failed	Claude API failed to synthesize article from sources	1	2026-01-29 12:20:48.345601+00	2026-01-29 12:21:33.175159+00	FALSE		[{"at": "2026-01-29T12:20:48.345601", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:21:33.175159", "reason": "synthesis_failed", "status": "failed", "attempt": 1}]
24193	Comcast Posts Mixed Quarter As Broadband Pressures	Comcast posts mixed quarter as broadband pressures weigh on business	2026-01-29 12:16:21.405891+00	2026-01-29 12:20:48.265254+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:20:41.092785+00	2026-01-29 12:20:47.95522+00	FALSE		[{"at": "2026-01-29T12:20:41.092785", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:20:47.955220", "reason": "no_content", "status": "failed", "attempt": 1}]
24192	Starbucks To Unveil Long-Term Outlook At Investor	Starbucks to unveil long-term outlook at investor day, as Niccol says turnaround is just beginning	2026-01-29 12:16:19.832556+00	2026-01-29 12:20:41.010675+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:20:34.706454+00	2026-01-29 12:20:40.720074+00	FALSE		[{"at": "2026-01-29T12:20:34.706454", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:20:40.720074", "reason": "no_content", "status": "failed", "attempt": 1}]
24191	California County Creates &#039;Ice-Free Zones&#039; To Ban	California County Creates &#039;ICE-Free Zones&#039; To Ban Agents	2026-01-29 12:16:18.083825+00	2026-01-29 12:20:29.266555+00		active	1	750	published			1	2026-01-29 12:20:03.616414+00	2026-01-29 12:20:28.973862+00	FALSE		[{"at": "2026-01-29T12:20:03.616414", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:20:28.973862", "reason": null, "status": "published", "attempt": 1}]
24190	Jerome Powell Gives Advice To Next Fed	Jerome Powell Gives Advice to Next Fed Chair Under Donald Trump	2026-01-29 12:16:16.524766+00	2026-01-29 12:19:58.542894+00		active	1	750	published			1	2026-01-29 12:19:25.799503+00	2026-01-29 12:19:57.907884+00	FALSE		[{"at": "2026-01-29T12:19:25.799503", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:19:57.907884", "reason": null, "status": "published", "attempt": 1}]
24189	The Top Candidates In Costa Rica'S Presidential	The top candidates in Costa Rica's presidential election: a tough-on-crime front runner and splintered opposition	2026-01-29 12:16:12.280111+00	2026-01-29 12:19:23.662147+00		active	1	750	published			1	2026-01-29 12:19:00.692657+00	2026-01-29 12:19:23.37273+00	FALSE		[{"at": "2026-01-29T12:19:00.692657", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:19:23.372730", "reason": null, "status": "published", "attempt": 1}]
24188	Trump Tariffs, Dollar'S Dip A Double-Hit To	Trump tariffs, dollar's dip a double-hit to eurozone exports	2026-01-29 12:16:10.540844+00	2026-01-29 12:19:00.607299+00		active	3	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:18:40.803171+00	2026-01-29 12:19:00.308547+00	FALSE		[{"at": "2026-01-29T12:18:40.803171", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:19:00.308547", "reason": "no_image", "status": "failed", "attempt": 1}]
24187	Anti-Woke Germans In Russia Used As Propaganda	Anti-woke Germans in Russia used as propaganda for Putin	2026-01-29 12:16:08.873781+00	2026-01-29 13:29:12.389406+00		active	4	750	failed	no_image	No usable image found and AI generation failed	3	2026-01-29 12:18:24.378316+00	2026-01-29 13:29:12.03565+00	FALSE		[{"at": "2026-01-29T12:18:24.378316", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:18:40.412576", "reason": "no_image", "status": "failed", "attempt": 1}, {"at": "2026-01-29T12:47:06.077820", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-01-29T12:47:24.907973", "reason": "no_image", "status": "failed", "attempt": 2}, {"at": "2026-01-29T13:28:46.267680", "reason": null, "status": "processing", "attempt": 3}, {"at": "2026-01-29T13:29:12.035650", "reason": "no_image", "status": "failed", "attempt": 3}]
24186	Collapse In Aid For Climate Crisis Is	Collapse in aid for climate crisis is fuelling wars around the world, says David Miliband	2026-01-29 12:16:06.384952+00	2026-01-29 12:18:19.049208+00		active	1	750	published			1	2026-01-29 12:18:02.05567+00	2026-01-29 12:18:18.757774+00	FALSE		[{"at": "2026-01-29T12:18:02.055670", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:18:18.757774", "reason": null, "status": "published", "attempt": 1}]
24185	Hampstead Ponds Trans Access Challenge Dismissed	Hampstead ponds trans access challenge dismissed	2026-01-29 12:16:03.297075+00	2026-01-29 12:17:26.860004+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:17:15.006066+00	2026-01-29 12:17:26.543304+00	FALSE		[{"at": "2026-01-29T12:17:15.006066", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:17:26.543304", "reason": "no_image", "status": "failed", "attempt": 1}]
24184	U.S. Sen. Amy Klobuchar Announces Run For	U.S. Sen. Amy Klobuchar announces run for Minnesota governor	2026-01-29 12:06:08.733016+00	2026-01-29 14:17:12.296716+00		active	5	750	published	no_content	All 1 sources blocked or failed to fetch	2	2026-01-29 12:11:11.529327+00	2026-01-29 12:17:12.80427+00	TRUE	2.0	[{"at": "2026-01-29T12:11:11.529327", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:11:15.322514", "reason": "no_content", "status": "failed", "attempt": 1}, {"at": "2026-01-29T12:16:39.624986", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-01-29T12:17:12.804270", "reason": null, "status": "published", "attempt": 2}]
24183	Asean Commits To Completing South China Sea	ASEAN commits to completing South China Sea pact in 2026	2026-01-29 12:06:07.143615+00	2026-01-29 12:11:06.682368+00		active	1	750	published			1	2026-01-29 12:10:30.64308+00	2026-01-29 12:11:06.342187+00	FALSE		[{"at": "2026-01-29T12:10:30.643080", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:11:06.342187", "reason": null, "status": "published", "attempt": 1}]
24182	Elon Musk Insists Tesla Is A Tech	Elon Musk insists Tesla is a tech company. It's starting to look like one.	2026-01-29 12:06:05.476804+00	2026-01-29 12:10:25.599779+00		active	1	750	published			1	2026-01-29 12:09:31.699577+00	2026-01-29 12:10:25.259101+00	FALSE		[{"at": "2026-01-29T12:09:31.699577", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:10:25.259101", "reason": null, "status": "published", "attempt": 1}]
24181	What Oil Means To Venezuela	What Oil Means to Venezuela	2026-01-29 12:06:03.743218+00	2026-01-29 12:09:31.614266+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:09:03.169166+00	2026-01-29 12:09:31.218705+00	FALSE		[{"at": "2026-01-29T12:09:03.169166", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:09:31.218705", "reason": "no_image", "status": "failed", "attempt": 1}]
24180	Sanctions Pushed Russian Oil Revenues Lower In	Sanctions Pushed Russian Oil Revenues Lower in 2025	2026-01-29 12:06:02.237617+00	2026-01-29 12:09:03.08463+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:08:41.911411+00	2026-01-29 12:09:02.774776+00	FALSE		[{"at": "2026-01-29T12:08:41.911411", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:09:02.774776", "reason": "no_image", "status": "failed", "attempt": 1}]
24179	Premier League 'Secretly Axed Ryan Giggs' From	Premier League 'secretly AXED Ryan Giggs' from Hall of Fame while Man United legend faced domestic abuse charges	2026-01-29 12:06:00.141703+00	2026-01-29 12:08:41.823127+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:08:38.159681+00	2026-01-29 12:08:41.511031+00	FALSE		[{"at": "2026-01-29T12:08:38.159681", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:08:41.511031", "reason": "no_content", "status": "failed", "attempt": 1}]
24178	Waspi Women Won'T Get Pension Payouts As	Waspi women WON'T get pension payouts as ministers say latest review confirms compensation is not required	2026-01-29 12:05:58.382367+00	2026-01-29 12:36:09.300396+00		active	4	750	published	no_content	All 1 sources blocked or failed to fetch	2	2026-01-29 12:08:31.679525+00	2026-01-29 12:17:59.668472+00	TRUE	2.0	[{"at": "2026-01-29T12:08:31.679525", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:08:37.773926", "reason": "no_content", "status": "failed", "attempt": 1}, {"at": "2026-01-29T12:17:26.947242", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-01-29T12:17:59.668472", "reason": null, "status": "published", "attempt": 2}]
24177	Israeli Fire Kills Two In Gaza, As	Israeli fire kills two in Gaza, as truce deal moves to next phase	2026-01-29 12:05:56.551293+00	2026-01-29 12:08:27.023373+00		active	1	750	published			1	2026-01-29 12:08:03.258032+00	2026-01-29 12:08:26.721856+00	FALSE		[{"at": "2026-01-29T12:08:03.258032", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:08:26.721856", "reason": null, "status": "published", "attempt": 1}]
24176	Philippines: Shariff Aguak Mayor Akmad Ampatuan Survives	Philippines: Shariff Aguak mayor Akmad Ampatuan survives RPG attack	2026-01-29 12:05:54.876481+00	2026-01-29 12:08:03.169566+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 12:07:44.410676+00	2026-01-29 12:08:02.833525+00	FALSE		[{"at": "2026-01-29T12:07:44.410676", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:08:02.833525", "reason": "no_content", "status": "failed", "attempt": 1}]
24175	Lagos Protesters Denounce The Destruction Of Floating	Lagos protesters denounce the destruction of floating Makoko slum	2026-01-29 12:05:51.006139+00	2026-01-29 12:07:44.296245+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:07:11.171875+00	2026-01-29 12:07:43.656029+00	FALSE		[{"at": "2026-01-29T12:07:11.171875", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:07:43.656029", "reason": "no_image", "status": "failed", "attempt": 1}]
24174	Schoolchild Among 11 Dead In Minibus Crash	Schoolchild among 11 dead in minibus crash	2026-01-29 12:05:49.30772+00	2026-01-29 12:07:09.23271+00		active	1	750	published			1	2026-01-29 12:06:46.321163+00	2026-01-29 12:07:08.94005+00	FALSE		[{"at": "2026-01-29T12:06:46.321163", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:07:08.940050", "reason": null, "status": "published", "attempt": 1}]
24173	Death Valley Landmark Reopens To Tourists After	Death Valley landmark reopens to tourists after decade-long closure	2026-01-29 12:05:47.676207+00	2026-01-29 12:06:44.183539+00		active	1	750	published			1	2026-01-29 12:06:17.09238+00	2026-01-29 12:06:43.836456+00	FALSE		[{"at": "2026-01-29T12:06:17.092380", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:06:43.836456", "reason": null, "status": "published", "attempt": 1}]
24172	The Slopaganda Era: 10 Ai Images Posted	The slopaganda era: 10 AI images posted by the White House - and what they teach us	2026-01-29 11:55:19.540931+00	2026-01-29 12:05:02.946066+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 12:04:48.867021+00	2026-01-29 12:05:02.625046+00	FALSE		[{"at": "2026-01-29T12:04:48.867021", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:05:02.625046", "reason": "no_image", "status": "failed", "attempt": 1}]
24171	Doom Loop Of Decline: How Struggling High	Doom loop of decline: how struggling high streets fuel far-right sympathies in UK	2026-01-29 11:55:17.740505+00	2026-01-29 12:04:46.594301+00		active	1	750	published			1	2026-01-29 12:04:16.507101+00	2026-01-29 12:04:46.255484+00	FALSE		[{"at": "2026-01-29T12:04:16.507101", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:04:46.255484", "reason": null, "status": "published", "attempt": 1}]
24170	As The Taliban Step Up Their War	As the Taliban step up their war on women and girls, it is clear that appeasement has failed | Gordon Brown	2026-01-29 11:55:16.012319+00	2026-01-29 12:04:11.708945+00		active	1	750	published			1	2026-01-29 12:03:25.794207+00	2026-01-29 12:04:11.422868+00	FALSE		[{"at": "2026-01-29T12:03:25.794207", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T12:04:11.422868", "reason": null, "status": "published", "attempt": 1}]
