id	event_name	main_title	created_at	last_updated_at	closed_at	status	source_count	importance_score	publish_status	failure_reason	failure_details	attempt_count	first_attempt_at	last_attempt_at	recovered	attempts_before_success	attempt_history
26831	Nasa Begins A Practice Countdown For Its	NASA begins a practice countdown for its first moonshot with astronauts in more than 50 years	2026-02-01 01:45:15.201206+00	2026-02-01 01:45:47.031702+00		active	1	750	published			1	2026-02-01 01:45:21.239551+00	2026-02-01 01:45:46.715936+00	FALSE		[{"at": "2026-02-01T01:45:21.239551", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:45:46.715936", "reason": null, "status": "published", "attempt": 1}]
26830	Elon Musk Pours Millions More Into Helping	Elon Musk pours millions more into helping Republicans keep Congress	2026-02-01 01:34:39.796363+00	2026-02-01 05:27:38.862535+00		active	3	750	published	no_content	All 1 sources blocked or failed to fetch	2	2026-02-01 01:35:29.162342+00	2026-02-01 05:27:38.556087+00	TRUE	2.0	[{"at": "2026-02-01T01:35:29.162342", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:35:38.665538", "reason": "no_content", "status": "failed", "attempt": 1}, {"at": "2026-02-01T05:27:13.454150", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-02-01T05:27:38.556087", "reason": null, "status": "published", "attempt": 2}]
26829	Bomb Cyclone Causing Blizzard-Like Conditions Hits Eastern	Bomb cyclone causing blizzard-like conditions hits Eastern Seaboard	2026-02-01 01:34:38.743006+00	2026-02-01 01:35:29.073573+00		active	2	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 01:35:25.573584+00	2026-02-01 01:35:28.759907+00	FALSE		[{"at": "2026-02-01T01:35:25.573584", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:35:28.759907", "reason": "no_content", "status": "failed", "attempt": 1}]
26828	Cuba Decries Trump’S ‘Genocidal’ Threat And Girds	Cuba decries Trump’s ‘genocidal’ threat and girds for calamity	2026-02-01 01:34:37.399148+00	2026-02-01 01:35:25.477949+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 01:35:14.1526+00	2026-02-01 01:35:25.142123+00	FALSE		[{"at": "2026-02-01T01:35:14.152600", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:35:25.142123", "reason": "no_content", "status": "failed", "attempt": 1}]
26827	Trump Team Sues Immigrant For $1M After	Trump team sues immigrant for $1M after she failed to leave US despite court order	2026-02-01 01:34:35.331433+00	2026-02-01 01:35:12.168708+00		active	1	750	published			1	2026-02-01 01:34:42.507706+00	2026-02-01 01:35:11.297744+00	FALSE		[{"at": "2026-02-01T01:34:42.507706", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:35:11.297744", "reason": null, "status": "published", "attempt": 1}]
26826	Us Special Envoy For Iraq Mark Savaya	US special envoy for Iraq Mark Savaya no longer in the post, sources say	2026-02-01 01:24:52.633227+00	2026-02-01 02:14:32.44521+00		active	3	750	published			1	2026-02-01 01:24:57.941662+00	2026-02-01 01:25:45.155395+00	FALSE		[{"at": "2026-02-01T01:24:57.941662", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:25:45.155395", "reason": null, "status": "published", "attempt": 1}]
26825	Singapore University Turns Campus Into 'Living Lab'	Singapore university turns campus into 'Living Lab' for energy, robotics	2026-02-01 01:15:05.176368+00	2026-02-01 01:16:53.115156+00		active	1	750	published			1	2026-02-01 01:16:15.840831+00	2026-02-01 01:16:52.793658+00	FALSE		[{"at": "2026-02-01T01:16:15.840831", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:16:52.793658", "reason": null, "status": "published", "attempt": 1}]
26824	Huge Blaze Breaks Out At London Nursery	Huge blaze breaks out at London nursery as dozens of firefighters battle flames and thick smoke billows into the air	2026-02-01 01:15:04.702894+00	2026-02-01 11:25:16.503644+00		active	3	750	published	no_content	All 1 sources blocked or failed to fetch	2	2026-02-01 01:16:09.263257+00	2026-02-01 11:25:16.210146+00	TRUE	2.0	[{"at": "2026-02-01T01:16:09.263257", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:16:15.436184", "reason": "no_content", "status": "failed", "attempt": 1}, {"at": "2026-02-01T11:24:52.357726", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-02-01T11:25:16.210146", "reason": null, "status": "published", "attempt": 2}]
26823	Kowtow Keir Hails Chinese For Their Technological	Kowtow Keir hails Chinese for their technological progress - but fails to secure release of British businessman	2026-02-01 01:15:04.237082+00	2026-02-01 01:16:09.16872+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 01:16:04.912749+00	2026-02-01 01:16:08.57888+00	FALSE		[{"at": "2026-02-01T01:16:04.912749", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:16:08.578880", "reason": "no_content", "status": "failed", "attempt": 1}]
26822	The Proof That Macron'S Gendarmes Can Hunt	The proof that Macron's gendarmes CAN hunt down illegal immigrants... but only when it's on an idyllic Indian Ocean Island 5,000 miles from Calais - and it's to stop them sneaking into France: IAN GALLAGHER	2026-02-01 01:04:30.048209+00	2026-02-01 01:06:05.513354+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 01:06:00.6188+00	2026-02-01 01:06:04.969475+00	FALSE		[{"at": "2026-02-01T01:06:00.618800", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:06:04.969475", "reason": "no_content", "status": "failed", "attempt": 1}]
26821	Calls For Stricter Rules After Bot Bookers	Calls for stricter rules after bot bookers detected on Hong Kong sports app	2026-02-01 01:04:29.599765+00	2026-02-01 01:05:56.229537+00		active	2	750	published			1	2026-02-01 01:05:32.769732+00	2026-02-01 01:05:55.926878+00	FALSE		[{"at": "2026-02-01T01:05:32.769732", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:05:55.926878", "reason": null, "status": "published", "attempt": 1}]
26820	Video Shows Dhs Agents Detain Us Citizen	Video Shows DHS Agents Detain US Citizen at Gunpoint From SUV in Minnesota	2026-02-01 01:04:28.556188+00	2026-02-01 05:14:10.791377+00		active	3	750	published			1	2026-02-01 01:05:04.232098+00	2026-02-01 01:05:27.638039+00	FALSE		[{"at": "2026-02-01T01:05:04.232098", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:05:27.638039", "reason": null, "status": "published", "attempt": 1}]
26819	They Said They Weren’T Close To Epstein.	They Said They Weren’t Close to Epstein. New Documents Show Otherwise.	2026-02-01 01:04:26.885206+00	2026-02-01 01:05:00.626895+00		active	1	750	published			1	2026-02-01 01:04:32.593665+00	2026-02-01 01:05:00.332331+00	FALSE		[{"at": "2026-02-01T01:04:32.593665", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T01:05:00.332331", "reason": null, "status": "published", "attempt": 1}]
26818	House Democrats Mutiny Schumer’S Deal With White	House Democrats mutiny Schumer’s deal with White House, threatening longer shutdown	2026-02-01 00:56:35.712195+00	2026-02-01 00:57:27.03877+00		active	1	750	published			1	2026-02-01 00:56:42.327247+00	2026-02-01 00:57:26.73935+00	FALSE		[{"at": "2026-02-01T00:56:42.327247", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:57:26.739350", "reason": null, "status": "published", "attempt": 1}]
26817	Pierre Polievre Wants A Churchill Base, But	Pierre Polievre wants a Churchill base, but experts debate northern Manitoba town's military capacity	2026-02-01 00:56:34.645874+00	2026-02-01 00:56:42.240501+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 00:56:38.154619+00	2026-02-01 00:56:41.932226+00	FALSE		[{"at": "2026-02-01T00:56:38.154619", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:56:41.932226", "reason": "no_content", "status": "failed", "attempt": 1}]
26816	The Far Side Of The Moon |	The Far Side Of The Moon | Sunday on 60 Minutes	2026-02-01 00:34:04.727324+00	2026-02-01 00:34:51.972008+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 00:34:45.954734+00	2026-02-01 00:34:51.624798+00	FALSE		[{"at": "2026-02-01T00:34:45.954734", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:34:51.624798", "reason": "no_content", "status": "failed", "attempt": 1}]
26815	China’S Visa-Free Waivers Spark Korean Travel Boom,	China’s visa-free waivers spark Korean travel boom, underpin tourism revival	2026-02-01 00:34:04.211503+00	2026-02-01 00:34:44.049536+00		active	1	750	published			1	2026-02-01 00:34:05.983891+00	2026-02-01 00:34:43.73555+00	FALSE		[{"at": "2026-02-01T00:34:05.983891", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:34:43.735550", "reason": null, "status": "published", "attempt": 1}]
26814	Trump'S Economic Weaponization Hurts Asean As Free	Trump's economic weaponization hurts ASEAN as free trade hub	2026-02-01 00:24:11.462371+00	2026-02-01 00:25:28.879947+00		active	1	750	published			1	2026-02-01 00:25:00.482023+00	2026-02-01 00:25:28.548905+00	FALSE		[{"at": "2026-02-01T00:25:00.482023", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:25:28.548905", "reason": null, "status": "published", "attempt": 1}]
26813	Seconds From Disaster: Chilling Photo Shows Skiing	Seconds from disaster: Chilling photo shows skiing tourist taking selfie with rare snow leopard moments before it mauled her face	2026-02-01 00:24:11.005119+00	2026-02-01 00:25:00.35975+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 00:24:54.984778+00	2026-02-01 00:25:00.032077+00	FALSE		[{"at": "2026-02-01T00:24:54.984778", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:25:00.032077", "reason": "no_content", "status": "failed", "attempt": 1}]
26812	Calls For Met To Reopen Probe Into	Calls for Met to reopen probe into Andrew Mountbatten-Windsor after documents 'link him to three more Epstein victims'	2026-02-01 00:24:10.555111+00	2026-02-01 00:24:54.897325+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 00:24:50.707315+00	2026-02-01 00:24:54.562984+00	FALSE		[{"at": "2026-02-01T00:24:50.707315", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:24:54.562984", "reason": "no_content", "status": "failed", "attempt": 1}]
26811	Ex-Terrorist Who Praised Jihad As A 'Compassionate	Ex-terrorist who praised jihad as a 'compassionate act' set to be UK councillor	2026-02-01 00:24:09.484068+00	2026-02-01 00:24:50.614791+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 00:24:45.951744+00	2026-02-01 00:24:50.310953+00	FALSE		[{"at": "2026-02-01T00:24:45.951744", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:24:50.310953", "reason": "no_content", "status": "failed", "attempt": 1}]
26810	New Epstein Files Include Emails Between La	New Epstein files include emails between LA Olympics leader Wasserman and Ghislaine Maxwell	2026-02-01 00:24:08.988404+00	2026-02-01 11:14:25.07981+00		active	5	750	published			1	2026-02-01 00:24:13.403198+00	2026-02-01 00:24:43.389123+00	FALSE		[{"at": "2026-02-01T00:24:13.403198", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:24:43.389123", "reason": null, "status": "published", "attempt": 1}]
26809	Trump Orders Dhs To Stay Away From	Trump orders DHS to stay away from protests in Democratic-led cities unless federal help sought	2026-02-01 00:14:11.237687+00	2026-02-01 07:14:55.829536+00		active	6	750	published			1	2026-02-01 00:16:18.452864+00	2026-02-01 00:16:39.486813+00	FALSE		[{"at": "2026-02-01T00:16:18.452864", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:16:39.486813", "reason": null, "status": "published", "attempt": 1}]
26808	Yvette Cooper Warns Of ‘Dire’ Crisis In	Yvette Cooper warns of ‘dire’ crisis in Myanmar, five years on from coup	2026-02-01 00:14:09.869523+00	2026-02-01 09:14:25.747762+00		active	4	750	published			1	2026-02-01 00:15:18.477971+00	2026-02-01 00:15:40.356283+00	FALSE		[{"at": "2026-02-01T00:15:18.477971", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:15:40.356283", "reason": null, "status": "published", "attempt": 1}]
26807	Protesters Rally Across The U.S. In Solidarity	Protesters Rally Across the U.S. in Solidarity With Minneapolis	2026-02-01 00:14:08.722375+00	2026-02-01 00:15:13.868839+00		active	1	750	published			1	2026-02-01 00:14:13.409229+00	2026-02-01 00:15:13.52241+00	FALSE		[{"at": "2026-02-01T00:14:13.409229", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:15:13.522410", "reason": null, "status": "published", "attempt": 1}]
26806	State Department Issues Security Alert Amid 'Heavy	State Department issues security alert amid 'heavy gunfire' near US Embassy in Haiti	2026-02-01 00:04:45.485644+00	2026-02-01 00:06:38.948982+00		active	2	750	published			1	2026-02-01 00:06:06.950731+00	2026-02-01 00:06:38.62682+00	FALSE		[{"at": "2026-02-01T00:06:06.950731", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:06:38.626820", "reason": null, "status": "published", "attempt": 1}]
26805	Noem Touts Tsa Success After Thousands With	Noem touts TSA success after thousands with terror links barred from flights at major US airport	2026-02-01 00:04:44.512263+00	2026-02-01 00:06:01.83491+00		active	2	750	published			1	2026-02-01 00:05:40.843365+00	2026-02-01 00:06:01.49124+00	FALSE		[{"at": "2026-02-01T00:05:40.843365", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:06:01.491240", "reason": null, "status": "published", "attempt": 1}]
26804	The Coming Lng Supply Wave Is Good	The Coming LNG Supply Wave Is Good News for Europe	2026-02-01 00:04:44.049577+00	2026-02-01 00:05:40.755039+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-02-01 00:05:37.207644+00	2026-02-01 00:05:40.400155+00	FALSE		[{"at": "2026-02-01T00:05:37.207644", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:05:40.400155", "reason": "no_content", "status": "failed", "attempt": 1}]
26803	South Korea Fights Academic Pedigree Hiring Bias	South Korea fights academic pedigree hiring bias that ‘turns everyone into losers’	2026-02-01 00:04:42.995047+00	2026-02-01 00:05:11.233143+00		active	1	750	published			1	2026-02-01 00:04:49.301954+00	2026-02-01 00:05:10.928942+00	FALSE		[{"at": "2026-02-01T00:04:49.301954", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-02-01T00:05:10.928942", "reason": null, "status": "published", "attempt": 1}]
26802	Former Us Ambassador Peter Mandelson Pictured In	Former US ambassador Peter Mandelson pictured in the Epstein Files standing in his underpants in paedophile financier's home	2026-01-31 23:54:11.983026+00	2026-01-31 23:55:49.703957+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 23:55:46.231613+00	2026-01-31 23:55:49.394371+00	FALSE		[{"at": "2026-01-31T23:55:46.231613", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:55:49.394371", "reason": "no_content", "status": "failed", "attempt": 1}]
26801	Trump Threatens Iran With 'Bigger' Retaliation Than	Trump threatens Iran with 'BIGGER' retaliation than his daring Venezuela raid that removed Maduro from power... as he tells the world to 'see what happens'	2026-01-31 23:54:10.996334+00	2026-01-31 23:55:46.132746+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 23:55:41.637508+00	2026-01-31 23:55:45.814893+00	FALSE		[{"at": "2026-01-31T23:55:41.637508", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:55:45.814893", "reason": "no_content", "status": "failed", "attempt": 1}]
26800	Brics Could Become A New Pillar Of	BRICS could become a new pillar of global governance—if its rapid growth doesn’t erode its newfound clout	2026-01-31 23:54:09.99221+00	2026-01-31 23:55:05.971961+00		active	1	750	published			1	2026-01-31 23:54:40.937987+00	2026-01-31 23:55:05.611993+00	FALSE		[{"at": "2026-01-31T23:54:40.937987", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:55:05.611993", "reason": null, "status": "published", "attempt": 1}]
26799	Major Issue Threatens To Shake Up Figure	Major Issue Threatens to Shake Up Figure Skating at Winter Olympics: Report	2026-01-31 23:54:09.389055+00	2026-01-31 23:54:39.030276+00		active	1	750	published			1	2026-01-31 23:54:14.033841+00	2026-01-31 23:54:38.699134+00	FALSE		[{"at": "2026-01-31T23:54:14.033841", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:54:38.699134", "reason": null, "status": "published", "attempt": 1}]
26798	Crans-Montana Fire: Protesters Demand ‘Justice’ One Month	Crans-Montana fire: Protesters demand ‘justice’ one month after Swiss bar blaze	2026-01-31 23:44:31.448179+00	2026-01-31 23:44:58.730311+00		active	1	750	published			1	2026-01-31 23:44:33.785337+00	2026-01-31 23:44:58.408093+00	FALSE		[{"at": "2026-01-31T23:44:33.785337", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:44:58.408093", "reason": null, "status": "published", "attempt": 1}]
26797	Hundreds Protest Trump'S Nato Comments And Greenland	Hundreds protest Trump's NATO comments and Greenland demands at US embassy in Copenhagen	2026-01-31 23:34:58.331783+00	2026-01-31 23:35:56.963334+00		active	2	750	skipped	duplicate	Duplicate detected: duplicate_title	1	2026-01-31 23:35:40.072265+00	2026-01-31 23:35:56.628812+00	FALSE		[{"at": "2026-01-31T23:35:40.072265", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:35:56.628812", "reason": "duplicate", "status": "skipped", "attempt": 1}]
26796	Second Epstein Victim Claims She 'Had Sex	Second Epstein victim claims she 'had sex with former Prince Andrew at Royal Lodge' after she was sent to the UK by paedophile financier	2026-01-31 23:24:07.284115+00	2026-01-31 23:24:31.184885+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 23:24:23.045138+00	2026-01-31 23:24:30.844766+00	FALSE		[{"at": "2026-01-31T23:24:23.045138", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:24:30.844766", "reason": "no_content", "status": "failed", "attempt": 1}]
26795	Shakur Stevenson Vs Teofimo Lopez Live: Start	Shakur Stevenson vs Teofimo Lopez live: Start time, undercard, fight updates and results tonight	2026-01-31 23:14:23.754687+00	2026-02-01 06:54:12.115898+00		active	4	750	published			1	2026-01-31 23:14:28.76985+00	2026-01-31 23:14:55.859255+00	FALSE		[{"at": "2026-01-31T23:14:28.769850", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:14:55.859255", "reason": null, "status": "published", "attempt": 1}]
26794	Sarah Ferguson Told Epstein 'Just Marry Me'	Sarah Ferguson told Epstein 'just marry me' six months after paedophile was released from jail and offered him VIP tours of Buckingham Palace, new emails show	2026-01-31 23:04:48.668187+00	2026-01-31 23:05:49.786106+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 23:05:45.156636+00	2026-01-31 23:05:49.439158+00	FALSE		[{"at": "2026-01-31T23:05:45.156636", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:05:49.439158", "reason": "no_content", "status": "failed", "attempt": 1}]
26793	Moment Hammer-Wielding Thugs Break Into Family-Run Jewellers	Moment hammer-wielding thugs break into family-run jewellers in leafy London suburb while brave staff desperately save what they can in brazen daytime heist	2026-01-31 23:04:47.765867+00	2026-01-31 23:05:45.066884+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 23:05:39.726455+00	2026-01-31 23:05:44.747856+00	FALSE		[{"at": "2026-01-31T23:05:39.726455", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:05:44.747856", "reason": "no_content", "status": "failed", "attempt": 1}]
26792	California Highway Closed After 150 Vehicle Pile-Up:	California Highway Closed After 150 Vehicle Pile-up: What To Know	2026-01-31 23:04:47.30964+00	2026-02-01 01:24:54.197119+00		active	4	750	published			1	2026-01-31 23:05:17.12606+00	2026-01-31 23:05:37.298956+00	FALSE		[{"at": "2026-01-31T23:05:17.126060", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:05:37.298956", "reason": null, "status": "published", "attempt": 1}]
26791	Air Traffic Controller Shortages Trigger Calls For	Air traffic controller shortages trigger calls for government monitoring	2026-01-31 23:04:45.554765+00	2026-01-31 23:05:15.358963+00		active	1	750	published			1	2026-01-31 23:04:50.640651+00	2026-01-31 23:05:15.058304+00	FALSE		[{"at": "2026-01-31T23:04:50.640651", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T23:05:15.058304", "reason": null, "status": "published", "attempt": 1}]
26790	Flights Grounded And Events Canceled As Dangerous	Flights grounded and events canceled as dangerous deep freeze grips unexpected parts of US	2026-01-31 22:54:10.283964+00	2026-01-31 22:54:44.557208+00		active	1	750	skipped	duplicate	Duplicate detected: duplicate_title	1	2026-01-31 22:54:23.437979+00	2026-01-31 22:54:44.265429+00	FALSE		[{"at": "2026-01-31T22:54:23.437979", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:54:44.265429", "reason": "duplicate", "status": "skipped", "attempt": 1}]
26789	How Much Control Will The Us Have	How much control will the US have over Venezuela’s oil?	2026-01-31 22:54:07.414209+00	2026-01-31 22:54:18.544802+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 22:54:12.423977+00	2026-01-31 22:54:18.227127+00	FALSE		[{"at": "2026-01-31T22:54:12.423977", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:54:18.227127", "reason": "no_content", "status": "failed", "attempt": 1}]
26788	Iran Ayatollah'S Son 'Has £100Million In Property	Iran Ayatollah's son 'has £100million in property on Billionaire's Row' in North London	2026-01-31 22:34:38.11274+00	2026-01-31 22:34:46.319773+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 22:34:41.760948+00	2026-01-31 22:34:45.990017+00	FALSE		[{"at": "2026-01-31T22:34:41.760948", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:34:45.990017", "reason": "no_content", "status": "failed", "attempt": 1}]
26787	Thailand'S Cat Economy Purrs Even As Tourism	Thailand's cat economy purrs even as tourism stalls	2026-01-31 22:24:13.096114+00	2026-01-31 22:28:38.112406+00		active	1	750	published			1	2026-01-31 22:27:51.634232+00	2026-01-31 22:28:37.794146+00	FALSE		[{"at": "2026-01-31T22:27:51.634232", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:28:37.794146", "reason": null, "status": "published", "attempt": 1}]
26786	More Than 300 Army Instructors Court-Martialed Over	More than 300 Army instructors court-martialed over 'disgusting' abuse and grooming of vulnerable teenage recruits	2026-01-31 22:24:12.64741+00	2026-01-31 22:27:51.074742+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 22:27:40.93492+00	2026-01-31 22:27:50.734648+00	FALSE		[{"at": "2026-01-31T22:27:40.934920", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:27:50.734648", "reason": "no_content", "status": "failed", "attempt": 1}]
26785	Can Workers Compete With Machines And Stay	Can workers compete with machines and stay relevant in the AI era?	2026-01-31 22:24:11.573686+00	2026-01-31 22:27:04.690713+00		active	1	750	published			1	2026-01-31 22:26:38.139165+00	2026-01-31 22:27:04.343076+00	FALSE		[{"at": "2026-01-31T22:26:38.139165", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:27:04.343076", "reason": null, "status": "published", "attempt": 1}]
26784	Top Us Envoy For Venezuela Arrives In	Top US envoy for Venezuela arrives in Caracas	2026-01-31 22:24:10.354886+00	2026-02-01 04:14:07.903908+00		active	7	750	published			1	2026-01-31 22:24:14.965618+00	2026-01-31 22:26:01.372097+00	FALSE		[{"at": "2026-01-31T22:24:14.965618", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:26:01.372097", "reason": null, "status": "published", "attempt": 1}]
26783	Hundreds Rally Outside Iranian Un Ambassador'S Fifth	Hundreds rally outside Iranian UN ambassador's Fifth Avenue residence calling for regime change	2026-01-31 22:14:31.99193+00	2026-01-31 22:17:28.998803+00		active	2	750	published			1	2026-01-31 22:17:08.809952+00	2026-01-31 22:17:28.688669+00	FALSE		[{"at": "2026-01-31T22:17:08.809952", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:17:28.688669", "reason": null, "status": "published", "attempt": 1}]
26782	Why Is Britain Still Backing Bank Captured	Why is Britain STILL backing bank captured by Beijing?	2026-01-31 22:14:31.549351+00	2026-01-31 22:17:08.728008+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 22:17:01.854266+00	2026-01-31 22:17:08.412557+00	FALSE		[{"at": "2026-01-31T22:17:01.854266", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:17:08.412557", "reason": "no_content", "status": "failed", "attempt": 1}]
26781	Incoming Wh Smith Boss Plots Us Store	Incoming WH Smith boss plots US store overhaul	2026-01-31 22:14:31.1072+00	2026-01-31 22:17:01.76922+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 22:16:54.630312+00	2026-01-31 22:17:01.445578+00	FALSE		[{"at": "2026-01-31T22:16:54.630312", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:17:01.445578", "reason": "no_content", "status": "failed", "attempt": 1}]
26780	Investors Slam Plans To Make Agms Online	Investors slam plans to make AGMs online only	2026-01-31 22:14:30.652373+00	2026-01-31 22:16:54.546407+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 22:16:50.31228+00	2026-01-31 22:16:54.235416+00	FALSE		[{"at": "2026-01-31T22:16:50.312280", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:16:54.235416", "reason": "no_content", "status": "failed", "attempt": 1}]
26779	Standard Chartered And Hsbc Accused Of Aiding	Standard Chartered and HSBC accused of aiding Iran sanctions busting	2026-01-31 22:14:30.142037+00	2026-01-31 22:16:50.21714+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 22:16:45.688347+00	2026-01-31 22:16:49.866868+00	FALSE		[{"at": "2026-01-31T22:16:45.688347", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:16:49.866868", "reason": "no_content", "status": "failed", "attempt": 1}]
26778	Brewers Beg For Relief As Beer Tax	Brewers beg for relief as beer tax hits nine-year high	2026-01-31 22:14:29.098692+00	2026-01-31 22:16:45.600144+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 22:16:40.62661+00	2026-01-31 22:16:45.295824+00	FALSE		[{"at": "2026-01-31T22:16:40.626610", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:16:45.295824", "reason": "no_content", "status": "failed", "attempt": 1}]
26777	Housing Tycoon'S Venice Hideaway Is Raided In	Housing tycoon's Venice hideaway is raided in Home REIT fraud probe	2026-01-31 22:14:28.655805+00	2026-01-31 22:16:40.521426+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 22:16:35.61294+00	2026-01-31 22:16:40.196574+00	FALSE		[{"at": "2026-01-31T22:16:35.612940", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:16:40.196574", "reason": "no_content", "status": "failed", "attempt": 1}]
26776	The Tug Of War At The Top	The tug of war at the top of the world	2026-01-31 22:14:28.199916+00	2026-01-31 22:15:54.071664+00		active	1	750	published			1	2026-01-31 22:15:31.828244+00	2026-01-31 22:15:53.745842+00	FALSE		[{"at": "2026-01-31T22:15:31.828244", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T22:15:53.745842", "reason": null, "status": "published", "attempt": 1}]
